scenario,fiscal_year,period_end,period_class,metric,display_name,value,unit,status,value_source,formula,input_metrics,source_ids,notes
actual,FY2026,2026-05-31,actual,fcff,Free cash flow to the firm,1733.916923076923076923076923,USD millions,calculated,committed_sec_derived_history,See Phase 2-3 lineage and Phase 4 historical bridge.,data/processed/nike_financials.csv,FS01;FS02;FS03,Derived operating income is not Nike-reported EBIT or segment EBIT.
actual,FY2026,2026-05-31,actual,fcff_margin,FCFF margin,0.03737051000208894945737051000,decimal,calculated,committed_sec_derived_history,See Phase 2-3 lineage and Phase 4 historical bridge.,data/processed/nike_financials.csv,FS01;FS02;FS03,Derived operating income is not Nike-reported EBIT or segment EBIT.
base,FY2027,2027-05-31,forecast,revenue_growth,Revenue growth,-0.020,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,revenue,Revenue,45470.040,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,gross_margin,Gross margin,0.425,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,gross_profit,Gross profit,19324.767000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.352,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16005.454080,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,derived_operating_income,Derived operating income,3319.312920,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,operating_margin,Derived operating margin,0.073,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,697.055713200,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,nopat,NOPAT,2622.257206800,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,727.520640,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,capital_expenditures,Capital expenditures,682.050600,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.015,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5047.174440,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.111,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,change_in_operating_nwc,Change in operating NWC,-459.825560,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,fcff,Free cash flow to the firm,3127.552806800,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2027,2027-05-31,forecast,fcff_margin,FCFF margin,0.06878271509767750369254128653,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,revenue_growth,Revenue growth,0.020,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,revenue,Revenue,46379.440800,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,gross_margin,Gross margin,0.432,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,gross_profit,Gross profit,20035.918425600,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.345,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16000.907076000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,derived_operating_income,Derived operating income,4035.011349600,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,operating_margin,Derived operating margin,0.087,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,847.352383416000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,nopat,NOPAT,3187.658966184000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,742.071052800,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,capital_expenditures,Capital expenditures,742.071052800,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5008.979606400,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.108,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,change_in_operating_nwc,Change in operating NWC,-38.194833600,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,fcff,Free cash flow to the firm,3225.853799784000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2028,2028-05-31,forecast,fcff_margin,FCFF margin,0.06955352941176470588235294118,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,revenue_growth,Revenue growth,0.035,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,revenue,Revenue,48002.721228000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,gross_margin,Gross margin,0.440,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,gross_profit,Gross profit,21121.197340320000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.338,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16224.919775064000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,derived_operating_income,Derived operating income,4896.277565256000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,operating_margin,Derived operating margin,0.102,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1028.218288703760000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,nopat,NOPAT,3868.059276552240000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,768.043539648000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,capital_expenditures,Capital expenditures,816.046260876000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5040.285728940000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.105,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,change_in_operating_nwc,Change in operating NWC,31.306122540000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,fcff,Free cash flow to the firm,3788.750432784240000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2029,2029-05-31,forecast,fcff_margin,FCFF margin,0.07892782608695652173913043478,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,revenue_growth,Revenue growth,0.040,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,revenue,Revenue,49922.830077120000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,gross_margin,Gross margin,0.445,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,gross_profit,Gross profit,22215.659384318400000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.332,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16574.379585603840000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,derived_operating_income,Derived operating income,5641.279798714560000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,operating_margin,Derived operating margin,0.113,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1184.668757730057600000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,nopat,NOPAT,4456.611040984502400000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,798.765281233920000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,capital_expenditures,Capital expenditures,848.688111311040000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5092.128667866240000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.102,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,change_in_operating_nwc,Change in operating NWC,51.842938926240000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,fcff,Free cash flow to the firm,4354.845271981142400000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2030,2030-05-31,forecast,fcff_margin,FCFF margin,0.08723153846153846153846153846,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,revenue_growth,Revenue growth,0.030,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,revenue,Revenue,51420.514979433600000,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,gross_margin,Gross margin,0.448,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,gross_profit,Gross profit,23036.390710786252800000,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS01;FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.328,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16865.928913254220800000,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS01;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,derived_operating_income,Derived operating income,6170.461797532032000000,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,operating_margin,Derived operating margin,0.120,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS03,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,normalized_operating_tax_expense,Normalized operating tax expense,1295.796977481726720000000,USD millions,forecast_calculated,project_analyst_scenario,"max(derived_operating_income, 0) * normalized_tax_rate",derived_operating_income;normalized_tax_rate,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,nopat,NOPAT,4874.664820050305280000000,USD millions,forecast_calculated,project_analyst_scenario,derived_operating_income - normalized_operating_tax_expense,derived_operating_income;normalized_operating_tax_expense,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,depreciation_and_amortization,Depreciation and amortization,822.728239670937600000,USD millions,forecast_calculated,project_analyst_scenario,revenue * da_percent_revenue,revenue;da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,da_percent_revenue,D&A as a percentage of revenue,0.016,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,da_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,capital_expenditures,Capital expenditures,874.148754650371200000,USD millions,forecast_calculated,project_analyst_scenario,revenue * capex_percent_revenue,revenue;capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,capex_percent_revenue,Capital expenditures as a percentage of revenue,0.017,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,capex_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,operating_nwc_proxy,Operating NWC proxy,5142.051497943360000000,USD millions,forecast_calculated,project_analyst_scenario,revenue * operating_nwc_percent_revenue,revenue;operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,operating_nwc_percent_revenue,Operating NWC as a percentage of revenue,0.100,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,operating_nwc_percent_revenue,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,change_in_operating_nwc,Change in operating NWC,49.922830077120000000,USD millions,forecast_calculated,project_analyst_scenario,operating_nwc_proxy_t - operating_nwc_proxy_t_minus_1,operating_nwc_proxy_t;operating_nwc_proxy_t_minus_1,FS01,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,fcff,Free cash flow to the firm,4773.321474993751680000000,USD millions,forecast_calculated,project_analyst_scenario,nopat + depreciation_and_amortization - capital_expenditures - change_in_operating_nwc,nopat;depreciation_and_amortization;capital_expenditures;change_in_operating_nwc,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
base,FY2031,2031-05-31,forecast,fcff_margin,FCFF margin,0.09282912621359223300970873786,decimal,forecast_calculated,project_analyst_scenario,fcff / revenue,fcff;revenue,FS01;FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,revenue_growth,Revenue growth,0.005,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,revenue,Revenue,46629.990,USD millions,forecast_calculated,project_analyst_scenario,revenue_t_minus_1 * (1 + revenue_growth),prior_year_revenue;revenue_growth,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,gross_margin,Gross margin,0.430,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,gross_margin,FS03,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,gross_profit,Gross profit,20050.895700,USD millions,forecast_calculated,project_analyst_scenario,revenue * gross_margin,revenue;gross_margin,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,sga_percent_revenue,SG&A as a percentage of revenue,0.348,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,total_selling_and_administrative_expense,Total SG&A,16227.236520,USD millions,forecast_calculated,project_analyst_scenario,revenue * sga_percent_revenue,revenue;sga_percent_revenue,FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,derived_operating_income,Derived operating income,3823.659180,USD millions,forecast_calculated,project_analyst_scenario,gross_profit - total_selling_and_administrative_expense,gross_profit;total_selling_and_administrative_expense,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,operating_margin,Derived operating margin,0.082,decimal,forecast_calculated,project_analyst_scenario,derived_operating_income / revenue,derived_operating_income;revenue,FS03;FS04,Project analyst scenario; no valuation or probability assigned.
bull,FY2027,2027-05-31,forecast,normalized_tax_rate,Normalized operating tax rate,0.210,decimal,forecast_calculated,project_analyst_scenario,Approved project analyst scenario assumption.,normalized_tax_rate,FS04,Project analyst scenario; no valuation or probability assigned.
