metric,fiscal_year_label,period_start,period_end,reported_value,normalized_value,reported_unit,normalized_unit,taxonomy,xbrl_concept,sec_form,filing_date,accession_number,source_url,company_facts_url,retrieval_timestamp,selection_status,selection_reason,value_type,presentation_type,transformation_notes,statement_type,period_type,fact_fiscal_year,fact_fiscal_period,frame,candidate_priority,face_statement_url,face_statement_retrieval_timestamp,face_statement_sha256,face_statement_label,face_statement_value,face_reconciliation_status,face_reconciliation_note,supporting_source_url,supporting_source_retrieval_timestamp,supporting_source_sha256,supporting_source_label,supporting_source_notes,content_sha256
shareholders_equity,FY2022,,2022-05-31,15281000000,15281,USD,USD millions,us-gaap,StockholdersEquity,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",balance_sheet,instant,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R5.htm,2026-09-07T07:03:55.057722+00:00,c9196cfec6d6499158a8438eb6d4e8f7882179f226f01fc93e3361d8ec1f2e43,Total shareholders' equity,15281,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
shareholders_equity,FY2022,,2022-05-31,15281000000,15281,USD,USD millions,us-gaap,StockholdersEquity,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R5.htm,2026-09-07T07:03:56.723017+00:00,871e09eb4f2a262ac64e29f0eb76b85ad6234d9d1fb2f476551293c76e11fa61,Total shareholders' equity,15281,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
shareholders_equity,FY2022,,2022-05-31,15281000000,15281,USD,USD millions,us-gaap,StockholdersEquity,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R5.htm,2026-09-07T07:03:58.388254+00:00,2eb5156fe5f784426894d1df36a985b8f22c14aaf5aedfa0d43d20e2993784d6,,,not_visible,The target period or label is not visible in this filing's face statement.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
shareholders_equity,FY2022,,2022-05-31,15281000000,15281,USD,USD millions,us-gaap,StockholdersEquity,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",balance_sheet,instant,2025,FY,CY2022Q2I,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R5.htm,2026-09-07T07:04:00.039217+00:00,c6da536585ba0585fa58bfd979a8a39a3d3e586817cc2605347183e9572de03a,,,not_visible,The target period or label is not visible in this filing's face statement.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
operating_cash_flow,FY2022,2021-06-01,2022-05-31,5188000000,5188,USD,USD millions,us-gaap,NetCashProvidedByUsedInOperatingActivities,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",cash_flow_statement,duration,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R7.htm,2026-09-07T07:03:55.607041+00:00,36031c13de0a008902dfb84df982f8a3487cbb7655ff074ec377a7d5a101b34f,Cash provided (used) by operations,5188,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
operating_cash_flow,FY2022,2021-06-01,2022-05-31,5188000000,5188,USD,USD millions,us-gaap,NetCashProvidedByUsedInOperatingActivities,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",cash_flow_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R7.htm,2026-09-07T07:03:57.279553+00:00,824561cf2096eb17904f90908ca9f9ef269fc6d1ef149d2ca4e38436a9aeeeb2,Cash provided (used) by operations,5188,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
operating_cash_flow,FY2022,2021-06-01,2022-05-31,5188000000,5188,USD,USD millions,us-gaap,NetCashProvidedByUsedInOperatingActivities,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",cash_flow_statement,duration,2024,FY,CY2021,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R7.htm,2026-09-07T07:03:58.941067+00:00,65655c8bf26bf5c07396e74936f07d3544bb9798235d969c6c22d2e42c0150df,Cash provided (used) by operations,5188,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
capital_expenditures,FY2022,2021-06-01,2022-05-31,758000000,758,USD,USD millions,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000. Absolute value retained as a positive investment amount.",cash_flow_statement,duration,2022,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R7.htm,2026-09-07T07:03:55.607041+00:00,36031c13de0a008902dfb84df982f8a3487cbb7655ff074ec377a7d5a101b34f,"Additions to property, plant and equipment",-758,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
capital_expenditures,FY2022,2021-06-01,2022-05-31,758000000,758,USD,USD millions,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000. Absolute value retained as a positive investment amount.",cash_flow_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R7.htm,2026-09-07T07:03:57.279553+00:00,824561cf2096eb17904f90908ca9f9ef269fc6d1ef149d2ca4e38436a9aeeeb2,"Additions to property, plant and equipment",-758,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
capital_expenditures,FY2022,2021-06-01,2022-05-31,758000000,758,USD,USD millions,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000. Absolute value retained as a positive investment amount.",cash_flow_statement,duration,2024,FY,CY2021,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R7.htm,2026-09-07T07:03:58.941067+00:00,65655c8bf26bf5c07396e74936f07d3544bb9798235d969c6c22d2e42c0150df,"Additions to property, plant and equipment",-758,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
depreciation_and_amortization,FY2022,2021-06-01,2022-05-31,717000000,717,USD,USD millions,us-gaap,Depreciation,10-K,2022-07-21,0000320187-22-000038,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",cash_flow_statement,duration,2022,FY,,2,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R7.htm,2026-09-07T07:03:55.607041+00:00,36031c13de0a008902dfb84df982f8a3487cbb7655ff074ec377a7d5a101b34f,Depreciation,717,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
depreciation_and_amortization,FY2022,2021-06-01,2022-05-31,717000000,717,USD,USD millions,us-gaap,Depreciation,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",cash_flow_statement,duration,2023,FY,,2,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R7.htm,2026-09-07T07:03:57.279553+00:00,824561cf2096eb17904f90908ca9f9ef269fc6d1ef149d2ca4e38436a9aeeeb2,Depreciation,717,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
depreciation_and_amortization,FY2022,2021-06-01,2022-05-31,717000000,717,USD,USD millions,us-gaap,Depreciation,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",cash_flow_statement,duration,2024,FY,CY2021,2,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R7.htm,2026-09-07T07:03:58.941067+00:00,65655c8bf26bf5c07396e74936f07d3544bb9798235d969c6c22d2e42c0150df,Depreciation,717,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
derived_operating_income,FY2022,2021-06-01,2022-05-31,,6675,,USD millions,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,gross_profit - total_selling_and_administrative_expense,calculated,duration,,,,,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Income before taxes adjusted for signed interest and other non-operating income or expense,6675,verified_cross_check,"The independent pretax bridge equals derived operating income. This is a consolidated calculation, not segment EBIT.",,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
gross_margin,FY2022,2021-06-01,2022-05-31,,0.459837,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,gross_profit / revenue,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
operating_margin,FY2022,2021-06-01,2022-05-31,,0.142903,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,derived_operating_income / revenue,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
net_margin,FY2022,2021-06-01,2022-05-31,,0.129437,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,net_income / revenue,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
operating_cash_flow_margin,FY2022,2021-06-01,2022-05-31,,0.111068,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,operating_cash_flow / revenue,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
free_cash_flow,FY2022,2021-06-01,2022-05-31,,4430,,USD millions,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,operating_cash_flow - capital_expenditures,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
free_cash_flow_margin,FY2022,2021-06-01,2022-05-31,,0.094841,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,free_cash_flow / revenue,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cash_conversion,FY2022,2021-06-01,2022-05-31,,0.858088,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,operating_cash_flow / net_income,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_interest_bearing_debt,FY2022,2021-06-01,2022-05-31,,9430,,USD millions,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,notes_payable_and_short_term_borrowings + current_portion_long_term_debt + noncurrent_long_term_debt,calculated,duration,,,,,,,,,,not_applicable,Calculated from the three validated interest-bearing debt components; operating lease liabilities are excluded.,https://www.sec.gov/Archives/edgar/data/320187/000032018722000038/R55.htm,2026-09-07T07:37:47.682524+00:00,1a62d364b7a889e97bebc6f2a874e4764cb86a72dff4ca0507b390d166773edb,Note 7 - Total notes payable,"Detail confirms $10 million total notes payable, all from non-U.S. operations.",54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_operating_lease_liabilities,FY2022,2021-06-01,2022-05-31,,3197,,USD millions,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,calculated,Calculated from validated inputs.,calculated,calculated,current_operating_lease_liabilities + noncurrent_operating_lease_liabilities,calculated,duration,,,,,,,,,,not_applicable,Calculated from current and noncurrent operating lease liabilities and excluded from base interest-bearing debt.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
revenue_growth,FY2022,2021-06-01,2022-05-31,,,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,not_applicable,The first observation has no prior-year value in this dataset.,calculated,calculated,(revenue_t / revenue_t_minus_1) - 1,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
revenue_cagr_five_observations,FY2022,2021-06-01,2022-05-31,,,,decimal,,,,,,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,not_applicable,The five-observation CAGR is displayed only on the final fiscal year.,calculated,calculated,(revenue_FY2026 / revenue_FY2022)^(1/4) - 1,calculated,duration,,,,,,,,,,not_applicable,Calculated from selected inputs only.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
revenue,FY2023,2022-06-01,2023-05-31,51217000000,51217,USD,USD millions,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",income_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R3.htm,2026-09-07T07:03:56.168211+00:00,ea7d6dbbd0927e1fbd1cd2e42aa966c747c38111946fd03880726615e48d3f82,Revenues,51217,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
revenue,FY2023,2022-06-01,2023-05-31,51217000000,51217,USD,USD millions,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Revenues,51217,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
revenue,FY2023,2022-06-01,2023-05-31,51217000000,51217,USD,USD millions,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2025,FY,CY2022,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Revenues,51217,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cost_of_revenue,FY2023,2022-06-01,2023-05-31,28925000000,28925,USD,USD millions,us-gaap,CostOfGoodsAndServicesSold,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",income_statement,duration,2023,FY,,2,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R3.htm,2026-09-07T07:03:56.168211+00:00,ea7d6dbbd0927e1fbd1cd2e42aa966c747c38111946fd03880726615e48d3f82,Cost of sales,28925,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cost_of_revenue,FY2023,2022-06-01,2023-05-31,28925000000,28925,USD,USD millions,us-gaap,CostOfGoodsAndServicesSold,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2024,FY,,2,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Cost of sales,28925,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
cost_of_revenue,FY2023,2022-06-01,2023-05-31,28925000000,28925,USD,USD millions,us-gaap,CostOfGoodsAndServicesSold,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2025,FY,CY2022,2,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Cost of sales,28925,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
gross_profit,FY2023,2022-06-01,2023-05-31,22292000000,22292,USD,USD millions,us-gaap,GrossProfit,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",income_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R3.htm,2026-09-07T07:03:56.168211+00:00,ea7d6dbbd0927e1fbd1cd2e42aa966c747c38111946fd03880726615e48d3f82,Gross profit,22292,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
gross_profit,FY2023,2022-06-01,2023-05-31,22292000000,22292,USD,USD millions,us-gaap,GrossProfit,10-K,2024-07-25,0000320187-24-000044,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2024,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/R3.htm,2026-09-07T07:03:57.836582+00:00,ac6824da10fc859f7f318c38a85e9f8642ebe92d2da0b978146ee3e1cf4aaca2,Gross profit,22292,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
gross_profit,FY2023,2022-06-01,2023-05-31,22292000000,22292,USD,USD millions,us-gaap,GrossProfit,10-K,2025-07-17,0000320187-25-000047,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,later_comparative,"USD divided by 1,000,000.",income_statement,duration,2025,FY,CY2022,1,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/R3.htm,2026-09-07T07:03:59.487544+00:00,c9b9328544ec19e67502fd09cc449bcf05f1fa173a3a2ae7a825f54fd143c52c,Gross profit,22292,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
total_selling_and_administrative_expense,FY2023,2022-06-01,2023-05-31,16377000000,16377,USD,USD millions,us-gaap,SellingGeneralAndAdministrativeExpense,10-K,2023-07-20,0000320187-23-000039,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320187.json,2026-09-07T06:55:02.100621+00:00,candidate_not_selected,Comparable candidates agree; selected the latest highest-priority presentation that is visible in SEC face-statement evidence.,reported,originally_reported,"USD divided by 1,000,000.",income_statement,duration,2023,FY,,1,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/R3.htm,2026-09-07T07:03:56.168211+00:00,ea7d6dbbd0927e1fbd1cd2e42aa966c747c38111946fd03880726615e48d3f82,Total selling and administrative expense,16377,verified,Company Facts value agrees with the SEC-rendered face statement within its displayed precision.,,,,,,54abad8b001c9e08bb81b83c12f30e36867f6462a12e040cc329e94d46e6fc5c
